Code,Title,Credits,AH,SE,SS,ACGH,DD,OL,QL,SL,VL,WC,WE,Desc
ABT 150,"Introduction to Geographic Information Systems",4,,4,,,,,,,4,,,"Lecture-3 hour(s); Laboratory-3 hour(s). Pass One restricted to Landscape Architecture and Sustainable Environmental Design majors. Basic concepts, principles, and methods of GIS are presented. Data structures, database design, GIS data creation, GPS, and spatial analysis. May be taught abroad. Not open for credit to students who have completed ABT 180/PLS 180 or ABT 181N. (Same course as LDA 150.)"
ABT 161,"Water Quality Management for Aquaculture",3,,3,,,,,3,3,3,,,"Lecture-3 hour(s). Prerequisite(s): BIS 001B; MAT 016B; CHE 002B. Basic principles of water chemistry and water treatment processes as they relate to aquacultural systems."
ABT 163,"Aquaculture Systems Engineering",3,,3,,,,3,3,3,3,,3,"Lecture-3 hour(s). Prerequisite(s): ABT 161. Design of aquacultural systems: design methodology, principles of fluid mechanics, site selection and facility planning, management operations, computer modeling."
ABT 165,"Irrigation Practices for an Urban Environment",2,,2,,,,,2,,2,,,"Review all entries Lecture-2 hour(s). Prerequisite(s): PHY 001A. Basic design, installation, and operation principles of irrigation systems for turf and landscape: golf courses, parks, highways, public buildings, etc. Emphasis on hardware association with sprinkler and drip/trickle systems."
ABT 165,"Irrigation Practices for an Urban Environment",3,,3,,,,,3,,3,,,"Review all entries Lecture/Discussion-2 hour(s); Project (Term Project). Prerequisite(s): PHY 001A. Basic design, installation, and operation principles of irrigation systems for turf and landscape: golf courses, parks, highways, public buildings, etc. Emphasis on hardware association with sprinkler and drip/trickle systems. (Same course as SAF 165.)"
ABT 181N,"Concepts & Methods in Geographic Information Systems",4,,4,,,,,,4,4,,,"Lecture/Lab-8 hour(s). Prerequisite(s): ABT 150; LDA 150; or Consent of Instructor. Data representation and analysis in geographic information systems (GIS). Creation of spatial data sets from analog and digital sources such as aerial photography and maps; data structures, data management, database design, georeferencing, georectification, surface models, analysis, and spatial data visualization."
ABT 182,"Environmental Analysis Using GIS",4,,4,,,,,4,4,4,,,"Lecture-2 hour(s); Laboratory-4 hour(s). Prerequisite(s): ABT 150 or LDA 150; Or equivalent GIS experience and skills; general biology and/or ecology courses recommended. Ecosystem and landscape modeling with emphasis on hydrology and solute transport. Spatial analysis of environmental risk analysis including ecological risk assessment, natural resource management. Spatial database structures, scripting, data models, and error analysis in GIS. (Same course as HYD 182.)"
ABT 190C,"Research Conference for Advanced Undergraduates",1,,1,,,,,,,,,,"Discussion-1 hour(s). Prerequisite(s): Consent of Instructor. Research conferences for specialized study in applied biological systems technology. May be repeated for credit. (P/NP grading only.)"
ABT 192,"Internship in Applied Biological Systems Technology",1-5,,1-5,,,,,,,,,,"Internship-3-15 hour(s). Prerequisite(s): Consent of Instructor. Upper division standing; approval of project prior to period of internship. Supervised internship in applied biological systems technology. May be repeated for credit. (P/NP grading only.)"
ABT 197T,"Tutoring in Applied Biological Systems Technology",1-5,,1-5,,,,,,,,,,"Tutorial. Prerequisite(s): Consent of Instructor. Upper division standing. Tutoring individual students, leading small voluntary discussion groups, or assisting the instructor in laboratories affiliated with one of the department's regular courses. May be repeated for credit when topic differs. (P/NP grading only.)"
ABT 198,"Directed Group Study",1-5,,1-5,,,,,,,,,,"Variable. Prerequisite(s): Consent of Instructor. Directed group study. May be taught abroad. (P/NP grading only.)"
ABT 199,"Special Study for Advanced Undergraduates",1-5,,1-5,,,,,,,,,,"Variable. Prerequisite(s): Consent of Instructor. (P/NP grading only.)"
ABT 212,"Path to Zero Net Energy",4,,,,,,,,,,,,"Lecture-3 hour(s); Term Paper/Discussion-1 hour(s). Prerequisite(s): Consent of Instructor. Open to upper division or graduate students. Zero Net Energy concepts and social, technical, economic, and environmental considerations. Multidisciplinary research and analysis for clients."
ABT 233,"Pest Control Practices",3,,,,,,,,,,,,"Lecture-2 hour(s); Laboratory-3 hour(s). Prerequisite(s): Graduate standing or consent of instructor. Practical and theoretical considerations of pest control systems and techniques. Design, selection, and use of mechanical systems for field, orchard, greenhouse, and vector control use. Biological, legal, and environmental considerations in pest control and pesticide application."
ABT 289A,"Selected Topic in Applied Biological Systems Technology: Agricultural & Natural Resources",1-5,,,,,,,,,,,,"Variable-1-5 hour(s). Prerequisite(s): Consent of Instructor. Special topic. May be repeated for credit."
ABT 289B,"Selected Topics in Applied Biological Systems Technology: Biotechnology",1-5,,,,,,,,,,,,"Variable-1-5 hour(s). Prerequisite(s): Consent of Instructor. Special topic. May be repeated for credit."
ABT 289C,"Selected Topics in Applied Biological Systems Technology: Food Technology",1-5,,,,,,,,,,,,"Variable-1-5 hour(s). Prerequisite(s): Consent of Instructor. Special topic. May be repeated for credit."
ABT 290C,"Graduate Research Conference",1,,,,,,,,,,,,"Discussion-1 hour(s). Prerequisite(s): Consent of Instructor. Research problems, progress, and techniques in applied biological systems technology. May be repeated for credit. (S/U grading only.)"
ABT 298,"Group Study",1-5,,,,,,,,,,,,"Variable. Prerequisite(s): Consent of Instructor. (S/U grading only.)"
ABT 299,"Research",1-12,,,,,,,,,,,,"Variable. Prerequisite(s): Consent of Instructor. (S/U grading only.)"
ABT 317,"Teaching Agricultural Mechanics",2,,,,,,,,,,,,"Lecture-1 hour(s); Laboratory-3 hour(s). Prerequisite(s): A course in physics; 6 units related to agricultural mechanics; enrolled in Agricultural Education Teacher Credential Program. Preparation of the teacher to plan, organize, and conduct an agricultural mechanics program in secondary schools. Development of and presentation of lesson plans and teaching aids. Review of subject matter in metal fabrication, power and machinery and agricultural structures areas."
ACC 201,"Financial Reporting",4,,,,,,,,,,,,"Lecture-4 hour(s). Restricted to Master of Professional Accountancy graduate students. Coverage includes the fundamentals of accounting and reporting economic events and transactions. Emphasizes the preparation of balance sheets, income statements, statements of cash flow, and statements of stockholders’ equity. Not open for credit to students who have taken MGB 200A or MGP 200A or MGT 200A."
ACC 203,"Intermediate Financial Reporting",4,,,,,,,,,,,,"Lecture-4 hour(s). Prerequisite(s): ACC 201 or (MGB 200A or MGP 200A or MGT 200A). Restricted to students enrolled in the Master of Professional Accountancy degree program. Focuses on the preparation of complex financial statements. Topics include accounting recognition, measurement, and disclosure, as well as the theoretical foundations of and motivations for financial reporting choices. Not open for credit to students who have taken MGB 200A or MGP 200A or MGT 200A."
ACC 205,"Advanced Financial Reporting",4,,,,,,,,,,,,"Lecture-4 hour(s). Prerequisite(s): ACC 203. Restricted to graduate students in Graduate School of Management. Advanced treatment of recognition, measurement, and disclosure including pensions, accounting for income taxes, mergers and acquisitions, consolidations, special-purpose entities, and foreign subsidiaries. Includes accounting for governmental and nonprofit entities, as well as advanced treatment of international accounting standards."
ACC 211,"Tax Reporting & Analysis",4,,,,,,,,,,,,"Lecture-4 hour(s). Restricted to Master of Professional Accountancy graduate students. Introduction to the taxation of business entities and their related transactions, with an emphasis on the details of tax law and tax reporting requirements. Topics include individual, partnership, and corporate taxation, as well as tax theory. Not open for credit to students who have completed MGB 264 or MGP 264 or MGT 264."
ACC 213,"Intermediate Tax Reporting & Analysis",4,,,,,,,,,,,,"Lecture-4 hour(s). Prerequisite(s): ACC 211; (MGB 264 or MGP 264 or MGT 264). Restricted to graduate students in the Graduate School of Management. Detailed analysis of federal taxation of individuals. Topics include the timing of income recognition, deductions and credits for tax purposes, as well as the basics of property transactions."
ACC 215,"Advanced Tax Reporting & Analysis",4,,,,,,,,,,,,"Lecture-4 hour(s). Prerequisite(s): ACC 213. Restricted to graduate students in Graduate School of Management. Advanced treatment of complex tax transactions and entities. Topics include aspects of federal taxation of entities and the applicable impact upon individual taxpayers. Coverage includes basis analysis as applicable to pass through entities and an introduction to professional responsibilities."
ACC 217,"Taxation of Individuals, Property, & Estates",4,,,,,,,,,,,,"Lecture-4 hour(s). Prerequisite(s): ACC 213. Restricted to graduate students in Graduate School of Management. In-depth analysis of individual income tax issues and property transactions including non-taxable exchanges, compensation, gifts, and transfer taxes. Expanded analysis of multistate tax issues. Emphasis is on the interrelationships of complex individual transactions as well as planning techniques."
ACC 219,"Taxation of Business Entities",4,,,,,,,,,,,,"Lecture-4 hour(s). Prerequisite(s): ACC 213. Restricted to graduate students in Graduate School of Management. Analysis of detailed business entity tax issues including basis calculations, alternative minimum taxation, multistate and multinational taxation, stock transactions, and mergers and acquisitions. Tax planning for entities and relationships between business entities and their owners."
ACC 231,"Analysis & Use of Accounting Reports",4,,,,,,,,,,,,"Lecture-4 hour(s). Prerequisite(s): ACC 203. Restricted to students enrolled in the Master of Professional Accountancy degree program. Evaluation of complex financial accounting reports by managers and persons outside the firm, such as investors, creditors, and financial analysts. Topics include cash flow vs. income measurement, ratio and valuation analysis, and the effects of international accounting standards. Not open for credit to students who have completed MGB 272 or MGP 272 or MGT 272."
